Participant,Block,Trial,State,Action,Reward,V_t,posterior_std_0,posterior_std_1,poster_mean_0,poster_mean_1,TU,RU,P_a0_ucb
9,18,5,1985,0,-1.0366282291699231,2.313398370147981,2.0,2.5000000000000004,-1.9996254895656023,-4.313023859713583,2.1213203435596424,-0.16692526771109462,1.0
9,18,6,1986,0,-5.427538664998019,2.473897913547261,1.6666666666666667,2.5000000000000004,-1.8391259461663223,-4.313023859713583,2.041241452319315,-0.29014438134838416,1.0
9,18,7,1987,0,-7.636636202699169,1.9612675251427327,1.4285714285714286,2.5000000000000004,-2.3517563345708505,-4.313023859713583,1.9820624179302297,-0.3859102207497962,1.0
9,18,8,1988,0,-3.1177913145751015,1.300657541626693,1.25,2.5000000000000004,-3.0123663180868903,-4.313023859713583,1.9364916731037085,-0.46310484133429486,1.0
9,18,9,1989,0,-1.8560720922489407,1.288943653128003,1.1111111111111112,2.5000000000000004,-3.0240802065855803,-4.313023859713583,1.90029237516523,-0.5270462766947299,1.0
9,19,0,1990,1,6.6420511242502025,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0,0.5
9,19,1,1991,1,7.652198863402423,-2.214017041416734,5.0,3.333333333333334,0.0,2.214017041416734,2.886751345948129,0.410326119149236,6.48726003242985e-109
9,19,2,1992,1,4.322089745452142,-3.5735624969131567,5.0,2.5000000000000004,0.0,3.5735624969131567,2.7386127875258306,0.6549291474156,5.531792541322852e-280
9,19,3,1993,1,7.352155241999151,-3.723267946620954,5.0,2.0,0.0,3.723267946620954,2.6457513110645907,0.8218544151266947,1.01028008943286e-303
9,19,4,1994,1,2.6117649590360115,-4.328082495850653,5.0,1.6666666666666667,0.0,4.328082495850653,2.581988897471611,0.9450735287639842,0.0
9,19,5,1995,1,5.321074848989089,-4.082894276305704,5.0,1.4285714285714286,0.0,4.082894276305704,2.53546276418555,1.0408393681653962,0.0
9,19,6,1996,1,6.411789762051199,-4.237666847891127,5.0,1.25,0.0,4.237666847891127,2.5,1.118033988749895,0.0
9,19,7,1997,1,8.97528449591005,-4.479236060575579,5.0,1.1111111111111112,0.0,4.479236060575579,2.4720661623652207,1.18197542411033,0.0
9,19,8,1998,1,8.093810957649803,-4.928840904109027,5.0,1.0,0.0,4.928840904109027,2.449489742783178,1.2360679774997898,0.0
9,19,9,1999,1,7.3361494482747105,-5.216565454430915,5.0,0.9090909090909091,0.0,5.216565454430915,2.4308621740219887,1.2826053882541975,0.0
10,0,0,2000,1,12.451459731027752,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0,0.5
